destination,Country,Continent,type,cost,Best Season,rating,Annual Visitors (M),UNESCO Site,activities,duration,total_cost,type_encoded,continent_encoded
Crystal Pagoda,Germany,Europe,City,68.39,Summer,4.6,3.78,No,"Beach Volley,Skiing",10,683.9,2,2
Grand Canyon,Kenya,Africa,Adventure,61.06,Autumn,4.9,4.89,No,"Shopping,Museum,Beach Volley",7,427.42,0,0
Ancient Canyon,Canada,North America,Nature,159.03,Summer,5.0,6.31,No,Beach Volley,12,1908.3600000000001,4,3
Crystal Beach,Kenya,Africa,Religious,155.47,Autumn,4.7,7.12,No,"Museum,Beach Volley,Shopping",11,1710.17,5,0
Crystal Temple,Mexico,North America,Adventure,160.84,Summer,4.6,1.95,Yes,Surfing,7,1125.88,0,3
Golden Pagoda,Germany,Europe,Historical,244.1,Spring,4.9,4.53,No,Trekking,10,2441.0,3,2
Serene Forest,Thailand,Asia,City,159.19,Winter,4.5,9.29,No,"Surfing,Beach Volley",12,1910.28,2,1
Golden Plaza,New Zealand,Oceania,Religious,100.52,Spring,4.5,9.86,Yes,Shopping,3,301.56,5,4
Grand Park,France,Europe,Adventure,276.93,Summer,4.7,4.29,No,Trekking,14,3877.02,0,2
Grand Beach,China,Asia,Religious,142.1,Autumn,4.4,8.13,Yes,"Trekking,Surfing",13,1847.3,5,1
Hidden Valley,Peru,South America,City,192.61,Autumn,3.8,9.24,No,"Food Tour,Surfing",11,2118.71,2,5
Grand Forest,Thailand,Asia,Beach,85.5,Winter,4.1,7.51,No,"Trekking,Food Tour,Museum",11,940.5,1,1
Serene Falls,Spain,Europe,Adventure,74.86,Spring,4.4,4.8,No,Beach Volley,6,449.15999999999997,0,2
Serene Falls,USA,North America,Beach,137.71,Summer,4.4,5.23,No,Beach Volley,10,1377.1000000000001,1,3
Mystic Canyon,Japan,Asia,Religious,190.22,Winter,4.5,3.94,Yes,Shopping,8,1521.76,5,1
Ancient Ruins,Canada,North America,City,242.45,Winter,4.8,0.62,No,"Museum,Surfing,Trekking",5,1212.25,2,3
Lush Park,Morocco,Africa,Adventure,99.14,Autumn,4.7,9.63,No,"Skiing,Museum",5,495.7,0,0
Hidden Ruins,Morocco,Africa,Religious,136.56,Spring,4.2,1.31,No,"Trekking,Beach Volley,Museum",14,1911.8400000000001,5,0
Crystal Canyon,India,Asia,Beach,150.03,Autumn,4.5,6.16,No,Museum,11,1650.33,1,1
Crystal Pagoda,South Africa,Africa,Beach,150.7,Spring,4.5,2.49,No,"Skiing,Sightseeing,Surfing",4,602.8,1,0
Crystal Valley,India,Asia,Beach,144.26,Summer,4.5,2.31,No,"Museum,Shopping",4,577.04,1,1
Sacred Beach,Morocco,Africa,Beach,148.36,Autumn,4.3,5.87,No,"Museum,Beach Volley,Skiing",14,2077.04,1,0
Lush Forest,India,Asia,Nature,219.43,Winter,3.7,4.69,No,Shopping,13,2852.59,4,1
Hidden Valley,Germany,Europe,Beach,212.3,Autumn,3.9,1.97,Yes,"Food Tour,Surfing,Beach Volley",7,1486.1000000000001,1,2
Lush Pagoda,Australia,Oceania,Religious,164.49,Winter,4.4,9.49,Yes,"Beach Volley,Sightseeing,Shopping",9,1480.41,5,4
Crystal Plaza,Australia,Oceania,Nature,79.62,Winter,4.3,6.62,No,"Surfing,Trekking",12,955.44,4,4
Hidden Valley,Thailand,Asia,Historical,131.91,Summer,4.5,1.98,No,Surfing,4,527.64,3,1
Mystic Falls,Peru,South America,Beach,196.78,Autumn,4.9,0.76,Yes,Surfing,7,1377.46,1,5
Crystal Plaza,Spain,Europe,Nature,114.78,Winter,4.3,6.88,No,Sightseeing,6,688.6800000000001,4,2
Grand Falls,Germany,Europe,Nature,123.77,Summer,4.6,6.7,No,Beach Volley,5,618.85,4,2
Grand Forest,Germany,Europe,Religious,132.47,Summer,4.4,2.81,No,Skiing,11,1457.17,5,2
Serene Falls,Japan,Asia,Beach,185.55,Spring,4.6,8.39,No,"Beach Volley,Surfing,Trekking",7,1298.8500000000001,1,1
Mystic Valley,Vietnam,Asia,City,232.32,Winter,4.2,2.45,No,"Sightseeing,Beach Volley",5,1161.6,2,1
Mystic Park,Argentina,South America,Beach,179.66,Summer,4.4,0.62,No,"Sightseeing,Trekking",7,1257.62,1,5
Mystic Pagoda,China,Asia,City,66.51,Winter,5.0,8.98,Yes,"Museum,Shopping",6,399.06000000000006,2,1
Serene Pagoda,Italy,Europe,Adventure,123.86,Spring,4.8,2.96,No,Beach Volley,12,1486.32,0,2
Serene Canyon,Egypt,Africa,Historical,215.79,Autumn,4.0,3.05,Yes,"Surfing,Skiing",12,2589.48,3,0
Lush Pagoda,Vietnam,Asia,City,85.98,Spring,5.0,5.74,No,"Sightseeing,Food Tour,Museum",12,1031.76,2,1
Serene Park,Argentina,South America,Adventure,62.33,Autumn,4.3,9.51,No,"Beach Volley,Food Tour",13,810.29,0,5
Hidden Forest,Germany,Europe,Historical,122.75,Summer,4.6,8.75,No,"Museum,Sightseeing",7,859.25,3,2
Mystic Canyon,Greece,Europe,Religious,198.59,Summer,4.5,8.1,Yes,"Trekking,Sightseeing",9,1787.31,5,2
Ancient Temple,India,Asia,Nature,131.82,Winter,4.5,3.05,No,"Skiing,Beach Volley,Sightseeing",14,1845.48,4,1
Grand Forest,India,Asia,Historical,257.76,Summer,4.7,2.95,No,Shopping,6,1546.56,3,1
Hidden Temple,Japan,Asia,City,158.54,Autumn,4.4,9.85,No,"Food Tour,Shopping",9,1426.86,2,1
Hidden Ruins,France,Europe,Historical,85.58,Summer,4.5,3.09,No,"Surfing,Sightseeing",13,1112.54,3,2
Lush Ruins,Germany,Europe,Beach,159.79,Spring,4.2,3.1,No,Shopping,3,479.37,1,2
Golden Canyon,Vietnam,Asia,Adventure,250.28,Summer,4.7,8.38,No,"Surfing,Sightseeing",9,2252.52,0,1
Crystal Temple,Canada,North America,City,162.8,Autumn,4.8,6.2,Yes,"Beach Volley,Surfing,Skiing",13,2116.4,2,3
Lush Valley,Argentina,South America,Beach,99.81,Summer,4.7,9.19,Yes,"Beach Volley,Shopping,Food Tour",3,299.43,1,5
Serene Ruins,Greece,Europe,Adventure,57.96,Summer,4.1,5.43,No,"Trekking,Skiing",13,753.48,0,2
Serene Park,Argentina,South America,Adventure,132.6,Summer,4.6,6.23,No,Museum,9,1193.3999999999999,0,5
Hidden Valley,Thailand,Asia,City,119.42,Summer,4.1,3.24,No,"Shopping,Sightseeing",3,358.26,2,1
Lush Beach,Australia,Oceania,Nature,217.07,Summer,4.2,3.32,No,Sightseeing,3,651.21,4,4
Golden Falls,Morocco,Africa,Adventure,102.53,Spring,5.0,6.8,Yes,Trekking,3,307.59000000000003,0,0
Ancient Park,Spain,Europe,Historical,154.77,Winter,4.6,2.54,No,"Museum,Shopping",12,1857.2400000000002,3,2
Hidden Ruins,Peru,South America,City,121.22,Summer,4.5,5.22,No,"Surfing,Trekking,Beach Volley",9,1090.98,2,5
Mystic Valley,Kenya,Africa,Adventure,65.52,Autumn,4.8,7.82,No,"Food Tour,Surfing,Museum",12,786.24,0,0
Serene Beach,India,Asia,Beach,148.25,Spring,5.0,7.04,Yes,"Museum,Trekking",11,1630.75,1,1
Sacred Pagoda,Peru,South America,Historical,72.1,Autumn,4.4,8.28,No,"Food Tour,Museum",9,648.9,3,5
Golden Falls,Brazil,South America,Beach,181.62,Winter,4.8,3.09,Yes,Sightseeing,10,1816.2,1,5
Grand Pagoda,Brazil,South America,Beach,61.86,Spring,4.8,1.37,No,"Shopping,Museum,Sightseeing",13,804.18,1,5
Lush Falls,China,Asia,Historical,146.28,Winter,4.7,2.26,No,"Museum,Surfing",14,2047.92,3,1
Ancient Plaza,Australia,Oceania,Historical,203.23,Summer,4.5,7.46,No,Skiing,11,2235.5299999999997,3,4
Ancient Falls,Egypt,Africa,City,177.99,Spring,4.8,7.08,No,"Shopping,Sightseeing",7,1245.93,2,0
Grand Ruins,Kenya,Africa,Historical,127.31,Spring,4.7,5.15,No,"Trekking,Food Tour,Skiing",5,636.55,3,0
Hidden Park,India,Asia,Historical,171.48,Autumn,4.6,2.22,Yes,"Shopping,Surfing",5,857.4,3,1
Grand Falls,Thailand,Asia,Historical,190.92,Summer,4.5,0.82,Yes,"Surfing,Trekking,Food Tour",4,763.68,3,1
Mystic Park,Australia,Oceania,Religious,95.95,Winter,4.8,9.28,No,"Surfing,Skiing",9,863.5500000000001,5,4
Serene Falls,Kenya,Africa,Adventure,206.45,Summer,4.5,8.52,Yes,Skiing,12,2477.3999999999996,0,0
Lush Falls,Japan,Asia,Adventure,196.91,Summer,4.3,0.85,No,Skiing,8,1575.28,0,1
Sacred Falls,Japan,Asia,Adventure,79.74,Summer,4.7,1.65,No,Skiing,6,478.43999999999994,0,1
Ancient Beach,China,Asia,Historical,161.11,Spring,4.4,3.73,Yes,Food Tour,11,1772.21,3,1
Ancient Canyon,USA,North America,Adventure,136.95,Autumn,4.5,3.5,No,"Trekking,Shopping,Museum",12,1643.3999999999999,0,3
Crystal Pagoda,Brazil,South America,Religious,222.35,Autumn,4.6,3.53,Yes,Sightseeing,9,2001.1499999999999,5,5
Lush Ruins,Canada,North America,Beach,193.39,Winter,4.6,6.35,No,Shopping,7,1353.73,1,3
Ancient Forest,India,Asia,Beach,154.11,Spring,4.8,9.42,No,Food Tour,14,2157.54,1,1
Mystic Falls,New Zealand,Oceania,Historical,211.16,Spring,4.3,4.32,No,"Food Tour,Museum,Shopping",13,2745.08,3,4
Mystic Temple,Australia,Oceania,City,264.94,Summer,4.4,8.8,No,Beach Volley,12,3179.2799999999997,2,4
Hidden Pagoda,Vietnam,Asia,Beach,65.91,Spring,4.0,7.51,No,Beach Volley,13,856.8299999999999,1,1
Grand Pagoda,New Zealand,Oceania,City,128.99,Summer,4.4,3.87,Yes,"Skiing,Surfing",14,1805.8600000000001,2,4
Ancient Ruins,Australia,Oceania,Adventure,99.69,Autumn,4.2,2.72,No,"Sightseeing,Skiing,Food Tour",14,1395.6599999999999,0,4
Sacred Falls,Peru,South America,Religious,148.27,Summer,4.6,4.15,No,"Beach Volley,Museum,Skiing",3,444.81000000000006,5,5
Mystic Plaza,Germany,Europe,Nature,96.47,Winter,4.7,9.52,No,"Museum,Beach Volley,Surfing",4,385.88,4,2
Crystal Ruins,Australia,Oceania,Beach,199.22,Summer,4.4,9.47,No,"Sightseeing,Trekking,Skiing",14,2789.08,1,4
Sacred Canyon,USA,North America,Historical,265.49,Winter,4.3,2.09,No,Museum,10,2654.9,3,3
Sacred Canyon,Spain,Europe,Historical,158.32,Winter,4.6,6.27,No,"Skiing,Beach Volley",5,791.5999999999999,3,2
Ancient Forest,Germany,Europe,Religious,71.5,Spring,4.5,2.18,No,Sightseeing,8,572.0,5,2
Hidden Park,Morocco,Africa,City,118.84,Winter,4.3,7.91,Yes,"Food Tour,Surfing",10,1188.4,2,0
Crystal Temple,Italy,Europe,Beach,125.2,Summer,4.4,9.71,Yes,Shopping,11,1377.2,1,2
Sacred Canyon,South Africa,Africa,Adventure,221.03,Summer,4.3,7.11,No,"Beach Volley,Food Tour",5,1105.15,0,0
Grand Canyon,Morocco,Africa,Historical,167.18,Autumn,4.4,2.63,Yes,"Beach Volley,Museum,Trekking",11,1838.98,3,0
Grand Pagoda,India,Asia,Beach,160.15,Summer,4.0,6.13,Yes,"Shopping,Sightseeing,Museum",8,1281.2,1,1
Hidden Falls,India,Asia,City,107.99,Spring,4.5,8.84,No,Trekking,11,1187.8899999999999,2,1
Sacred Forest,Japan,Asia,Adventure,119.36,Winter,4.4,8.94,No,"Trekking,Shopping,Surfing",12,1432.32,0,1
Crystal Pagoda,Greece,Europe,Historical,177.17,Winter,4.8,5.73,No,"Trekking,Beach Volley",11,1948.87,3,2
Grand Park,Mexico,North America,City,141.15,Summer,4.3,4.04,Yes,"Shopping,Beach Volley,Skiing",6,846.9000000000001,2,3
Hidden Temple,Thailand,Asia,City,194.21,Winter,4.2,5.21,No,Trekking,13,2524.73,2,1
Crystal Pagoda,USA,North America,Adventure,124.12,Autumn,4.6,8.59,No,Surfing,8,992.96,0,3
Serene Temple,France,Europe,Beach,30.0,Autumn,4.2,6.13,No,"Food Tour,Skiing,Trekking",14,420.0,1,2
Lush Park,South Africa,Africa,Historical,125.53,Summer,4.8,6.94,Yes,Surfing,10,1255.3,3,0
Golden Valley,Morocco,Africa,Religious,68.03,Autumn,4.6,8.85,Yes,"Trekking,Museum",9,612.27,5,0
Grand Falls,Thailand,Asia,City,179.53,Spring,4.8,8.58,No,"Sightseeing,Beach Volley",9,1615.77,2,1
Serene Falls,Italy,Europe,Adventure,170.28,Summer,4.7,8.45,No,Beach Volley,14,2383.92,0,2
Lush Forest,New Zealand,Oceania,Historical,203.33,Summer,4.9,6.38,No,Surfing,6,1219.98,3,4
Ancient Plaza,Brazil,South America,Nature,117.54,Summer,4.6,8.87,Yes,"Skiing,Museum",14,1645.5600000000002,4,5
Serene Park,Japan,Asia,Historical,141.64,Spring,4.5,3.68,No,"Sightseeing,Food Tour,Skiing",9,1274.7599999999998,3,1
Mystic Falls,Australia,Oceania,Adventure,115.52,Summer,4.6,8.27,Yes,Museum,11,1270.72,0,4
Sacred Ruins,Vietnam,Asia,Nature,151.44,Autumn,4.9,0.56,Yes,"Sightseeing,Trekking,Shopping",9,1362.96,4,1
Crystal Park,Peru,South America,Nature,190.89,Spring,4.1,9.82,Yes,"Beach Volley,Shopping,Trekking",14,2672.46,4,5
Crystal Pagoda,Peru,South America,Nature,82.01,Autumn,4.7,6.52,No,Trekking,10,820.1,4,5
Grand Park,France,Europe,Historical,224.76,Spring,4.6,1.52,No,Food Tour,3,674.28,3,2
Crystal Park,Argentina,South America,Religious,162.47,Summer,5.0,9.65,No,Museum,10,1624.7,5,5
Mystic Forest,South Africa,Africa,City,210.45,Summer,4.1,9.35,No,"Skiing,Sightseeing",9,1894.05,2,0
Serene Beach,Morocco,Africa,Religious,127.68,Autumn,4.6,3.36,Yes,Skiing,7,893.76,5,0
Lush Falls,South Africa,Africa,Religious,131.85,Summer,4.6,6.03,Yes,Surfing,11,1450.35,5,0
Grand Forest,Thailand,Asia,City,209.75,Autumn,4.0,0.93,No,"Surfing,Beach Volley",5,1048.75,2,1
Sacred Temple,Egypt,Africa,Adventure,168.36,Summer,4.3,0.73,No,Shopping,14,2357.04,0,0
Hidden Ruins,New Zealand,Oceania,Historical,228.28,Autumn,4.5,6.99,No,"Beach Volley,Surfing,Skiing",13,2967.64,3,4
Crystal Park,India,Asia,Nature,64.95,Spring,4.4,9.97,No,"Museum,Surfing,Trekking",3,194.85000000000002,4,1
Crystal Temple,Vietnam,Asia,City,77.6,Winter,3.8,2.05,Yes,"Surfing,Museum,Sightseeing",13,1008.8,2,1
Lush Falls,Argentina,South America,Historical,182.43,Winter,4.8,2.6,No,"Skiing,Beach Volley",11,2006.73,3,5
Sacred Plaza,Vietnam,Asia,Historical,162.19,Spring,4.3,6.72,Yes,"Surfing,Trekking,Museum",7,1135.33,3,1
Crystal Valley,China,Asia,Historical,138.88,Winter,4.2,9.46,Yes,"Trekking,Sightseeing",8,1111.04,3,1
Serene Temple,Japan,Asia,Adventure,242.33,Spring,4.2,4.28,No,Sightseeing,10,2423.3,0,1
Serene Temple,New Zealand,Oceania,Historical,194.89,Spring,4.4,2.68,Yes,Shopping,5,974.4499999999999,3,4
Golden Valley,Italy,Europe,Religious,87.42,Winter,4.9,8.71,No,"Museum,Shopping,Beach Volley",7,611.94,5,2
Mystic Beach,Thailand,Asia,Historical,175.28,Autumn,4.5,2.26,Yes,"Trekking,Shopping",11,1928.08,3,1
Lush Pagoda,New Zealand,Oceania,City,167.14,Autumn,4.6,7.82,No,"Skiing,Trekking,Beach Volley",4,668.56,2,4
Golden Valley,Morocco,Africa,City,173.0,Spring,4.7,6.45,No,"Skiing,Museum,Sightseeing",9,1557.0,2,0
Golden Ruins,Morocco,Africa,Nature,159.83,Winter,4.7,8.07,No,Sightseeing,14,2237.6200000000003,4,0
Grand Pagoda,Thailand,Asia,City,98.46,Summer,4.5,1.69,No,"Trekking,Museum",5,492.29999999999995,2,1
Golden Canyon,USA,North America,Religious,116.18,Spring,5.0,2.4,No,Surfing,11,1277.98,5,3
Hidden Canyon,South Africa,Africa,Nature,112.96,Summer,4.5,6.03,No,"Food Tour,Museum",4,451.84,4,0
Mystic Forest,India,Asia,Religious,192.03,Autumn,4.3,3.45,No,"Museum,Trekking,Shopping",9,1728.27,5,1
Hidden Ruins,India,Asia,Historical,136.16,Winter,4.5,1.19,No,"Skiing,Sightseeing",8,1089.28,3,1
Golden Falls,India,Asia,Religious,127.38,Spring,3.8,6.2,No,Skiing,8,1019.04,5,1
Grand Plaza,Argentina,South America,Nature,201.18,Winter,4.2,8.67,Yes,"Surfing,Shopping,Beach Volley",5,1005.9000000000001,4,5
Ancient Ruins,Australia,Oceania,Historical,101.65,Summer,4.5,2.8,No,"Sightseeing,Shopping,Museum",14,1423.1000000000001,3,4
Golden Canyon,Germany,Europe,Adventure,270.1,Spring,4.5,7.17,No,Beach Volley,3,810.3000000000001,0,2
Hidden Canyon,China,Asia,City,138.95,Autumn,4.5,3.6,No,Museum,4,555.8,2,1
Hidden Temple,South Africa,Africa,Religious,106.18,Summer,4.5,3.83,Yes,"Trekking,Skiing",14,1486.52,5,0
Mystic Plaza,Italy,Europe,Religious,99.92,Summer,4.4,5.89,No,Trekking,5,499.6,5,2
Crystal Falls,Kenya,Africa,Nature,199.44,Spring,4.7,2.4,No,"Food Tour,Beach Volley",6,1196.6399999999999,4,0
Lush Ruins,Egypt,Africa,City,219.97,Winter,4.8,0.8,No,"Museum,Shopping",4,879.88,2,0
Sacred Pagoda,India,Asia,Religious,240.6,Spring,4.6,8.77,No,Surfing,12,2887.2,5,1
Ancient Forest,New Zealand,Oceania,Religious,194.76,Winter,4.7,3.72,No,"Beach Volley,Shopping,Skiing",5,973.8,5,4
Ancient Beach,India,Asia,Nature,155.73,Spring,4.8,8.26,Yes,"Food Tour,Surfing,Museum",10,1557.3,4,1
Mystic Ruins,New Zealand,Oceania,Nature,253.76,Winter,4.3,5.5,No,"Shopping,Trekking,Museum",12,3045.12,4,4
Serene Park,Peru,South America,Nature,131.52,Autumn,4.6,1.07,Yes,Food Tour,14,1841.2800000000002,4,5
Lush Ruins,Vietnam,Asia,Beach,117.43,Autumn,4.4,8.78,No,"Surfing,Beach Volley",8,939.44,1,1
Sacred Pagoda,Australia,Oceania,Adventure,98.42,Autumn,4.3,8.0,No,"Surfing,Food Tour,Skiing",8,787.36,0,4
Golden Temple,Kenya,Africa,Historical,148.78,Summer,5.0,5.78,No,"Skiing,Sightseeing",12,1785.3600000000001,3,0
Ancient Forest,South Africa,Africa,Beach,103.34,Summer,4.7,9.97,No,"Beach Volley,Food Tour",12,1240.08,1,0
Grand Ruins,Italy,Europe,Beach,151.9,Autumn,4.5,2.4,Yes,"Surfing,Shopping",3,455.70000000000005,1,2
Grand Pagoda,Germany,Europe,Religious,124.89,Autumn,4.6,0.79,No,Sightseeing,13,1623.57,5,2
Sacred Ruins,China,Asia,Adventure,137.13,Summer,4.0,8.75,No,"Surfing,Sightseeing",4,548.52,0,1
Sacred Plaza,Morocco,Africa,Historical,196.64,Summer,4.8,4.54,Yes,"Sightseeing,Surfing,Skiing",6,1179.84,3,0
Golden Canyon,Australia,Oceania,City,88.71,Winter,4.1,9.88,No,"Food Tour,Museum,Surfing",13,1153.23,2,4
Serene Temple,India,Asia,Religious,71.91,Autumn,5.0,7.39,No,Skiing,13,934.8299999999999,5,1
Ancient Beach,India,Asia,Historical,203.93,Winter,4.5,9.06,Yes,Skiing,6,1223.58,3,1
Ancient Valley,Kenya,Africa,Adventure,68.35,Summer,4.3,6.13,Yes,"Beach Volley,Sightseeing",9,615.15,0,0
Golden Temple,Egypt,Africa,Beach,223.83,Autumn,4.9,7.46,No,"Skiing,Shopping",11,2462.13,1,0
Serene Beach,Italy,Europe,Adventure,170.08,Autumn,4.3,9.14,Yes,Food Tour,6,1020.48,0,2
Hidden Park,Germany,Europe,Nature,122.48,Spring,4.3,9.73,Yes,"Museum,Beach Volley",10,1224.8,4,2
Mystic Forest,Egypt,Africa,Religious,166.19,Spring,4.4,5.18,Yes,"Sightseeing,Food Tour,Skiing",5,830.95,5,0
Sacred Park,Mexico,North America,Adventure,177.18,Spring,4.4,4.73,Yes,Beach Volley,5,885.9000000000001,0,3
Golden Falls,USA,North America,Religious,38.28,Autumn,4.6,6.13,No,"Shopping,Sightseeing,Beach Volley",5,191.4,5,3
Hidden Plaza,Morocco,Africa,Religious,131.88,Autumn,4.2,9.71,No,Skiing,14,1846.32,5,0
Sacred Pagoda,Thailand,Asia,City,190.36,Spring,4.1,3.59,No,"Museum,Trekking",5,951.8000000000001,2,1
Mystic Pagoda,Mexico,North America,City,126.61,Spring,4.6,9.71,No,"Shopping,Museum",8,1012.88,2,3
Sacred Forest,Italy,Europe,Nature,72.21,Autumn,4.4,1.2,No,Sightseeing,8,577.68,4,2
Hidden Valley,Germany,Europe,Adventure,153.84,Winter,4.1,3.7,Yes,"Skiing,Beach Volley,Sightseeing",5,769.2,0,2
Serene Beach,India,Asia,Historical,137.04,Summer,4.9,2.86,No,"Sightseeing,Surfing,Museum",6,822.24,3,1
Serene Park,Brazil,South America,Adventure,225.04,Summer,4.8,2.09,No,Skiing,10,2250.4,0,5
Hidden Canyon,Kenya,Africa,Nature,192.35,Winter,4.9,5.01,No,"Trekking,Beach Volley,Surfing",11,2115.85,4,0
Ancient Pagoda,France,Europe,City,169.1,Winter,4.6,6.06,No,Shopping,10,1691.0,2,2
Serene Forest,Mexico,North America,Religious,134.83,Winter,4.6,1.56,No,"Beach Volley,Skiing",8,1078.64,5,3
Hidden Canyon,Peru,South America,Historical,146.42,Autumn,4.5,5.55,No,Surfing,8,1171.36,3,5
Lush Falls,Brazil,South America,Historical,143.45,Autumn,4.2,9.37,No,"Skiing,Sightseeing,Beach Volley",12,1721.3999999999999,3,5
Serene Ruins,Canada,North America,Historical,153.93,Spring,3.9,0.89,No,"Skiing,Shopping",7,1077.51,3,3
Serene Falls,France,Europe,Historical,156.97,Autumn,4.6,8.75,Yes,"Skiing,Shopping",12,1883.6399999999999,3,2
Hidden Canyon,Mexico,North America,Adventure,199.9,Winter,3.6,5.14,No,"Museum,Sightseeing",10,1999.0,0,3
Hidden Ruins,Vietnam,Asia,Religious,106.44,Autumn,4.6,0.78,No,"Shopping,Surfing",6,638.64,5,1
Sacred Beach,Germany,Europe,Religious,205.41,Autumn,4.2,2.42,Yes,"Surfing,Shopping",3,616.23,5,2
Golden Beach,Australia,Oceania,Beach,163.83,Summer,4.3,4.72,No,"Beach Volley,Food Tour",7,1146.8100000000002,1,4
Mystic Beach,Thailand,Asia,City,140.47,Winter,4.6,7.08,Yes,"Shopping,Food Tour,Trekking",3,421.40999999999997,2,1
Lush Pagoda,Canada,North America,Nature,148.46,Autumn,5.0,6.37,No,"Trekking,Skiing,Sightseeing",10,1484.6000000000001,4,3
Sacred Canyon,France,Europe,Beach,160.05,Autumn,4.8,0.79,Yes,"Beach Volley,Skiing",13,2080.65,1,2
Grand Ruins,New Zealand,Oceania,Historical,159.88,Summer,4.6,6.93,No,"Surfing,Beach Volley,Museum",8,1279.04,3,4
Sacred Canyon,Greece,Europe,Beach,181.94,Winter,4.2,4.24,Yes,"Skiing,Food Tour,Shopping",3,545.8199999999999,1,2
Grand Pagoda,Japan,Asia,Historical,111.42,Autumn,4.6,6.75,Yes,"Museum,Surfing",10,1114.2,3,1
Ancient Beach,South Africa,Africa,City,146.79,Winter,4.6,8.77,Yes,"Shopping,Beach Volley",12,1761.48,2,0
Lush Beach,Spain,Europe,Adventure,167.03,Autumn,4.9,7.52,No,Sightseeing,13,2171.39,0,2
Grand Falls,Morocco,Africa,Beach,137.79,Winter,4.8,3.61,Yes,"Shopping,Skiing",12,1653.48,1,0
Lush Canyon,South Africa,Africa,Beach,202.35,Summer,4.7,7.74,Yes,Sightseeing,7,1416.45,1,0
Golden Ruins,Italy,Europe,Beach,135.12,Spring,4.9,8.27,No,Surfing,7,945.84,1,2
Grand Valley,Peru,South America,Beach,156.02,Winter,4.2,0.55,No,"Skiing,Surfing",14,2184.28,1,5
Grand Forest,Argentina,South America,City,95.19,Winter,4.1,4.26,No,"Shopping,Surfing",3,285.57,2,5
Ancient Forest,Peru,South America,Adventure,105.74,Winter,5.0,4.76,No,Food Tour,8,845.92,0,5
Ancient Falls,Japan,Asia,Beach,118.05,Summer,4.1,2.66,No,"Museum,Beach Volley,Trekking",5,590.25,1,1
Hidden Beach,Egypt,Africa,Nature,158.48,Autumn,4.3,6.85,No,Shopping,6,950.8799999999999,4,0
Hidden Forest,Morocco,Africa,Historical,115.59,Autumn,5.0,4.11,No,"Beach Volley,Food Tour,Museum",10,1155.9,3,0
Grand Valley,China,Asia,Adventure,152.96,Winter,4.8,5.05,No,"Surfing,Trekking,Museum",9,1376.64,0,1
Ancient Canyon,Egypt,Africa,Historical,80.52,Winter,4.0,6.01,No,Shopping,7,563.64,3,0
Hidden Falls,Germany,Europe,Adventure,266.43,Winter,4.7,7.77,No,Trekking,14,3730.02,0,2
Lush Falls,Greece,Europe,Beach,179.74,Summer,4.8,9.58,No,"Shopping,Skiing,Sightseeing",14,2516.36,1,2
Grand Pagoda,Brazil,South America,Beach,137.37,Winter,4.6,9.31,Yes,"Food Tour,Trekking",12,1648.44,1,5
Ancient Falls,New Zealand,Oceania,Nature,112.3,Autumn,4.4,5.12,Yes,"Skiing,Sightseeing,Trekking",8,898.4,4,4
Golden Canyon,New Zealand,Oceania,Beach,106.47,Spring,4.2,3.42,No,"Shopping,Sightseeing",4,425.88,1,4
Sacred Temple,Thailand,Asia,Adventure,158.99,Summer,4.9,3.46,No,"Museum,Sightseeing,Skiing",4,635.96,0,1
Mystic Ruins,South Africa,Africa,Nature,225.73,Winter,4.7,3.09,No,"Surfing,Museum,Food Tour",3,677.1899999999999,4,0
Ancient Ruins,Brazil,South America,Historical,100.88,Spring,4.4,2.22,No,Skiing,8,807.04,3,5
Ancient Falls,Thailand,Asia,Historical,101.54,Autumn,4.7,5.49,Yes,"Sightseeing,Surfing,Beach Volley",14,1421.5600000000002,3,1
Serene Pagoda,Brazil,South America,City,119.93,Autumn,4.6,5.89,No,"Beach Volley,Surfing,Museum",14,1679.02,2,5
Grand Falls,Greece,Europe,City,219.87,Spring,4.5,5.73,Yes,"Trekking,Sightseeing,Beach Volley",14,3078.1800000000003,2,2
Grand Park,Egypt,Africa,Adventure,156.26,Spring,4.4,9.54,No,Museum,3,468.78,0,0
Serene Pagoda,Germany,Europe,Historical,210.31,Spring,4.6,8.9,No,"Skiing,Shopping",13,2734.03,3,2
Crystal Pagoda,Peru,South America,City,114.9,Autumn,4.3,6.3,No,"Surfing,Skiing",9,1034.1000000000001,2,5
Grand Falls,South Africa,Africa,City,207.47,Spring,4.4,9.05,No,"Beach Volley,Museum",5,1037.35,2,0
Sacred Ruins,Greece,Europe,Nature,87.81,Winter,4.3,7.91,No,"Sightseeing,Shopping",6,526.86,4,2
Lush Temple,Kenya,Africa,Nature,190.15,Summer,4.3,4.53,No,Sightseeing,12,2281.8,4,0
Grand Pagoda,India,Asia,Historical,116.33,Summer,4.6,6.43,No,"Beach Volley,Museum,Surfing",8,930.64,3,1
Mystic Plaza,Germany,Europe,Religious,261.13,Spring,4.1,2.1,Yes,"Skiing,Food Tour",4,1044.52,5,2
Lush Park,China,Asia,Beach,181.69,Autumn,4.6,2.56,No,Food Tour,5,908.45,1,1
Hidden Forest,China,Asia,Nature,211.23,Autumn,5.0,5.69,No,Food Tour,5,1056.1499999999999,4,1
